Candidate,Candidate_Entity:id,Num_of_Records,Total_dollar
"BROWN, CHERYL R",13008690,751,1414348.88
"GRANGER, KAY",17658723,1278,1414159.9
"VEASEY, MARC",17658468,1257,1412107.35
"LINDER, ERIC",11023315,594,1411787.74
"POLIS, JARED SCHUTZ",658962,905,1410522.56
"CHAFFETZ, JASON",17658840,883,1400088.62
"RICHMOND, CEDRIC",6410112,954,1399152.95
"ROTH, RICHARD",11022836,1123,1396574.61
"GENOVESE, JAMES (JIMMY)",26395801,711,1395720.94
"SANDOVAL, MARTIN A",6381072,1234,1393453.33
"HALL III, ISADORE",22070,1028,1392316.94
"GITSHAM, DENISE",38300332,1655,1387692.03
"MILLER, DOUG",13006964,910,1386028.13
"DEMINGS, VAL",69035,1799,1385976.09
"DITTMAR, JANE D",42052612,1997,1385852.81
"DUNKIN, KENNETH (KEN)",6388659,107,1385633.07
"FERGUSON, ROBERT WATSON",2805823,4901,1384553.43
"HERRERA, JAIME LYNN",2951218,1761,1384362.08
"BYRNE, BRADLEY R",6583839,1220,1380206.05
"DIAZ-BALART, MARIO",12999048,811,1379223
"YOUNG, DANA",71587,1750,1378606.56
"IRWIN, JACQUI",667092,939,1373176.41
"CAMPBELL II, FOSTER LONNIE",8496681,745,1372856.5
"MCCANN, WILLIAM (SAM)",6700645,718,1371626.17
"GARCIA, JOSE ANTONIO (JOE)",17658772,1218,1370493.96
"FORBES, J RANDY",17658520,1713,1369197.99
"GRAVES JR, JOHN THOMAS (TOM)",6801736,974,1367575.31
"BROWN, ANTHONY G",32184404,1637,1367069
"COOPER, JIM",23421159,907,1365625.26
"FREEMAN, MARK BENJAMIN",1068380,71,1363128.19
"SITTENFELD, P G",334894,2539,1362523.81
"BURGESS, MICHAEL",17658442,987,1360499.94
"BRAT, DAVID ALAN",24351695,1934,1357811.19
"JONES, SCOTT R",39707204,1299,1357147.83
"ESHOO, ANNA G",8050793,992,1354586.49
"FAZIO, STEVE",39707350,894,1348444.88
"KUSTOFF, DAVID",9383528,971,1346317.35
"REZIN, SUSAN",2754091,1123,1345560.65
"ROUZER, DAVID CHESTON",5876933,1201,1342802.07
"LEE, BARBARA",17658745,2845,1341209.59
"NAUGHTON, SHAUGHNESSY",23442601,4304,1337848.47
"BENACQUISTO, LIZBETH",13011403,2300,1336617
"CLARK, KATHERINE M",20536475,1333,1335390
"HILL, BARON",38525842,1776,1332082.1
"FAYARD, CAROLINE",8753284,665,1330529.36
"TROTT, DAVID A (DAVE)",14515774,1174,1328730.63
"DEGETTE, DIANA L",6006202,1101,1325195.61
"BARNEY, SEAN",38257386,1254,1324572.6
"JEFFRIES, HAKEEM S",13009236,1204,1323781.73
"BARLETTA, LOU",15002226,1407,1323151.48
"MOONEY, ALEXANDER X",1280122,1425,1316078.32
"BARTON, JOE",11211974,835,1315819.62
"GLAZER, STEVEN",1348234,782,1313853.66
"ROGERS, HAROLD (HAL)",17657470,836,1306453.18
"ROTERING, NANCY",16725528,1669,1304746.68
"SCHIMPF, PAUL",19927351,507,1301921.68
"ELLMERS, RENEE",5877139,1162,1299099.94
"SCOTT, DAVID A",13011507,757,1298718.16
"HARRIS, ANDREW (ANDY)",4600723,1710,1296094.46
"HILL, JERRY A",6485659,1289,1293628.08
"LEVIN, SANDER",782914,858,1291307.12
"NEWHOUSE, DANIEL M",6600370,1358,1290023.57
"MURPHY, LAURA",12432499,483,1288460.53
"GENTILE, LOU",6504394,2003,1287832.75
"PHILLIPS, ELAINE R",41755661,363,1285558.02
"GRAY, ADAM",11022764,805,1277210.27
"SANTIAGO, MIGUEL",23421278,854,1276034.69
"CUNNINGHAM, JORDAN",35967276,1177,1274258.91
"FLANAGAN JR, JOHN J",6610039,1103,1273384.22
"FERGUSON IV, ANDERSON DREW",7259444,1185,1269795.34
"BABEU, PAUL RAYMOND",40621855,1587,1267301.12
"REICK, STEVEN",21085141,215,1266414.51
"RICHARDSON, TODD",3692929,626,1258127.26
"PERRY, JAMES RICHARD (RICK)",11291411,917,1256810.54
"WHITE, DON",5426553,1092,1254513.64
"GOMEZ, JIMMY",13008707,639,1241582.24
"COLLINS, DOUGLAS A (DOUG)",6671754,1091,1235958.63
"THOMPSON JR, GLENN WILLIAM",4997636,1447,1231848.58
"NEWTON III, ELDON SHARPE (BUCK)",5875915,1750,1230056.84
"HALPIN, MICHAEL W (MIKE)",38445085,403,1226967.12
"CULBERSON, JOHN",6646293,957,1226389.53
"ROSS, DENNIS A",451808,970,1226226.87
"PALMER, GARY",22027757,830,1225221.46
"MCNERNEY, JERRY",6643414,1502,1222565.06
"LYNCH, STEPHEN F",1819740,1131,1214634.66
"VELA, FILEMON",17658451,982,1214622.44
"TSONGAS, NICOLA S (NIKI)",17658789,1933,1203836.18
"RITZ, GLENDA SUE",13689963,3901,1203579.18
"PETERSON, COLLIN C",16588347,810,1203552.47
"KEATING, WILLIAM RICHARD",17657478,1341,1200963.24
"HUIZENGA, WILLIAM P (BILL)",6574786,866,1199968.04
"CLEMENTS, PAUL COLIN",20665587,3023,1198783.34
"CALDERON, IAN C",11022802,642,1193264.21
"GOODWIN, GEORGE WAYNE",38445303,3422,1192777.19
"COURTNEY, JOE",14245664,1290,1192212.6
"CASTRO, JOAQUIN",6396620,1184,1191923.77
"LOW, EVAN",595416,863,1191159.55
"SOTO, DARREN MICHAEL",198924,1434,1185765.4
"LUCAS, FRANK",17658609,892,1184969.14
"HARTMANN, CHRISTINA M",32637502,2368,1180474.89
"HULTGREN, RANDALL MARK (RANDY)",2767639,904,1180173.31
"BERGMAN, JOHN W (JACK)",39849758,610,1178147.9
"FRIEDMAN, LAURA",39707454,1437,1176403.6
"DEPASQUALE, EUGENE A",13005814,983,1174538.15
"DINGELL, DEBBIE",252193,1181,1173449.4
"ALLEN, RICHARD W (RICK)",6939101,1155,1173071.42
"HOEBER, AMORETTA M (AMIE)",4627938,495,1172900.97
"AMEDORE JR, GEORGE A",4493424,746,1170896.69
"SMITH, ADRIAN",6558263,902,1168826.49
"BEATTY, JOYCE",2954872,1097,1168810.86
"TING, PHIL",11022760,793,1165253.89
"CHU, JUDY",1258090,1004,1164381.02
"DERMODY, FRANK J",13005590,517,1162522.59
"NGUYEN, MADISON",39707414,1551,1160595.93
"MCKINLEY, DAVID B",7565199,1057,1153064.04
"ARTILES, FRANK",12416698,1046,1152912.08
"WILSON, ADDISON G",41759229,1078,1152263.81
"WILLIS, KATHLEEN",6515044,218,1152166.83
"TONKO, PAUL DAVID",4469600,1878,1151588.73
"SALAS, RUDY",255857,668,1151121.78
"DELAURO, ROSA L",5349073,1084,1148838.52
"BLAHA, ROBERT B",6516834,91,1148139.11
"KASSAKHIAN, ARDY",26267238,1532,1147309.19
"UPMEYER, LINDA L",12999488,1016,1144637
"DEWINE, PAT",37970495,2122,1144633.83
"JENKINS, EVAN H",7511614,952,1142825.19
"CLEAVER II, EMANUEL",4396432,999,1139666.66
"GARAMENDI, JOHN",12997062,1123,1139638.58
"WENSTRUP, BRAD R",2596103,1164,1139362.44
"THURMOND, TONY K",6485735,895,1139223.03
"RUPPERSBERGER, C A DUTCH",17658031,1045,1137823.77
"PITTENGER, ROBERT M",5956762,591,1137643.67
"BOCANEGRA, RAUL",782382,691,1137155.09
"HUNTER, DUNCAN D",17658760,848,1136087.81
"GAETZ, MATT",12998496,736,1135899.89
"MULVANEY, JOHN MICHAEL (MICK)",6670008,1529,1135313.17
"BYNUM, JANELLE",39434529,482,1133664.71
"LANCE, LEONARD",13008942,974,1132272.4
"SUNUNU, CHRISTOPHER (CHRIS)",13010188,1505,1131401.18
"ROGERS, MIKE",6571477,929,1129327
"KIEHNE, GARY",20746575,492,1129214.04
"LANGEVIN, JAMES R",5029414,1475,1128818.9
"KALRA, ASH",161609,1260,1127774.33
"GUZMAN, EVA",6679698,974,1126348.49
"BUEHLER, KNUTE C",6700066,2510,1125732.07
"GIPSON, MIKE ANTHONY",775723,667,1124515.02
"CARSON, ANDRE D",17658782,1138,1120630.57
"DELEO, ROBERT A",491983,4246,1118985.89
"PENA-MELNYK, JOSELINE A",4940313,1305,1118342.69
"MARINO, THOMAS ANTHONY",17657570,989,1116369.92
"BISHOP JR, SANFORD D",5134027,735,1112689.2
"BABIN, BRIAN",11282531,1179,1110134.62
"FRAZIER, JIM",11022751,872,1109807.39
"THOMAS, MARY",35972966,1183,1107471.31
"KELLY, ROBIN",2665398,1088,1105671.53
"BUTTERFIELD JR, GEORGE KENNETH (GK)",6135165,807,1104048.86
"MATSUI, DORIS O",17658638,731,1102778.11
"GUILLORY, ELBERT LEE",6484631,821,1101869.21
"KILDEE, DANIEL T",17658064,3200,1100942.03
"WATSON COLEMAN, BONNIE",6389632,1630,1100670.35
"FARENTHOLD, BLAKE",37969978,927,1100637.68
"CORREA, LOU",6398747,1056,1100457.87
"FLORES, LUCY",39827485,1780,1100133.85
"JOHNSON, SAM",17658383,791,1098135.04
"MENG, GRACE",6496578,1087,1097516.82
"BRADLEY, REBECCA GRASSL",2939197,7378,1096907.27
"RICE JR, HUGH THOMPSON (TOM)",41759193,858,1095692.94
"YOUNG, DON E",17658637,1026,1094747.03
"GONZALEZ FLETCHER, LORENA",133178,618,1093878.21
"LINDBECK, STEVE",40621984,1965,1088730.59
"LEWIS, JOHN",6942266,824,1088172.31
"GALLEGO, RUBEN",6507394,1835,1086817
"FABER, KEITH",2711604,868,1075664.68
"MURPHY, STEPHANIE",41557287,968,1073495.37
"BENSON, CHRISTINE",6514934,162,1073302.48
"PERRY, KEITH",6692675,1106,1070402.09
"MOOLENAAR, JOHN R",609969,998,1068946.21
"GATSAS, THEODORE L (TED)",12410294,805,1067756.48
"DUNNE, MATT",6395820,1797,1067286.54
"CUMMINGS, ELIJAH",5430817,796,1065100.15
"AMROZOWICZ, MICHAEL",19913862,191,1064811.18
"TAKANO, MARK",17657771,1782,1064544.87
"LATTA, ROBERT E (BOB)",3428798,954,1063838.46
"COMER, JAMES R",39494698,954,1059522.08
"TURNER, MIKE",17658265,776,1055936.21
"LUCIO JR, EDDIE",13013641,664,1053992.73
"CHIU, DAVID",16563519,738,1052742.95
"HUFFMAN, JARED W",13008447,1525,1052537.04
"DALY, TOM",11022817,627,1051744.64
"QUIGLEY, MICHAEL B (MIKE)",8785226,927,1051575.29
"RAOUL, KWAME",13011784,884,1050705.1
"MONNING, BILL",6485702,1383,1049913.77
"DAVIS, SARAH",6681556,1082,1046588.41
"KING, PETER T",17658227,916,1046442
"WITTMAN, ROBERT J (ROB)",6666723,1005,1045535.76
"TOWNSEND, BRYAN",15749252,1150,1045306.66
"BRYANT, TERRI",15990010,507,1044019.89
"IVEY, GLENN F",38601886,1984,1042060.06
"GROTHMAN, GLENN S",2927726,1341,1039689.56
"MCCLINTOCK, TOM",6612863,1915,1039094.98
"POCAN, MARK",17658558,1545,1038871.14
"GREEN, MARK E",11030026,1027,1037725.83
"BOYLE, BRENDAN F",13006066,886,1037708.12
"HABIB, K CYRUS",2610015,2440,1036816.22
"BORBAS, CYNTHIA",28465726,195,1035478.87
"SCHIFF, ADAM B",17657396,836,1035436.7
"PATTON, THOMAS F",3443980,1278,1034984.98
"LEWIS, JASON",40606506,1284,1033372.68
"COOK, BYRON",7182104,655,1027140.08
"THOMPSON, BENNIE G",17658600,660,1026237.54
"GOODSON, COURTNEY HUDSON",6565035,623,1025445.22
"FOLWELL, DALE R",5865636,1034,1024508.16
"RYAN, TIMOTHY J",2850732,805,1023361.22
"COLEMAN, LINDA D",10885308,5619,1023021.38
"HARPER, GREGG",17658799,815,1021975
"ROBLAN, ARNIE",5173908,663,1021047.52
"HOYLE, VALERIE (VAL)",5000425,694,1021004.65
"SMITH, ROD",771401,2407,1019740.23
"CARTER, EARL LEROY (BUDDY)",6806386,1363,1019538.03
"CARTER, JOHN",17658461,811,1018813.57
"CHABOT, STEVEN J",16571277,864,1014888.98
"SIMPSON, MICHAEL KEITH (MIKE)",7913824,765,1014133.11
"MOORE, GWENDOLYNNE (GWEN)",2653235,868,1013274.22
"HEASTIE, CARL E",5769290,795,1012337.66
"HAMMOND, NORINE K",6700319,546,1008337.44
"BAREFOOT, JOHN CHADWICK (CHAD)",10886781,377,1004392.49
"MAYFIELD, DEBORAH J (DEBBIE)",68943,882,1001627.01
"HAGENOW, CHRISTOPHER D",12999550,697,1000116.28
"EIGEL, WILLIAM (BILL)",39656678,296,998360.24
"SCOTT, JAMES AUSTIN (AUSTIN)",6805076,787,998248.61
"LEHRMANN, DEBRA",13009928,1293,994854.32
"REED, DAVID L (DAVE)",13005706,634,993890.05
"WOOD, JIM",90105,744,992688.44
"LANG, LOUIS I (LOU)",3651552,753,992123.13
"TENNEY, CLAUDIA",4644381,853,991870.87
"MEEKS, GREGORY W",17658810,682,987897.38
"BURKE, AUTUMN",23421292,577,986824.94
"BURKETT, CINDY",6681494,815,985624.01
"ACOSTA, DANTE",39707436,383,985488.67
"DOGGETT, LLOYD",17658622,937,984997.23
"HOSE, GREG",32026461,248,981507.03
"BISHOP, ROBERT (ROB)",15107372,725,979886.1
"BUCSHON, LARRY D",17657462,711,979622.68
"SERINO, SUSAN J",26157930,865,979338.07
"SILVEY, RYAN",3706844,689,979239.44
"WELCH, PETER F",9959484,2831,977310.1
"TOM, KIP E",6962795,975,976152.79
"BIGELOW, FRANK",13008441,724,975751.58
"BARICEVIC, CHARLES CJ",38444995,1442,973208.66
"JOHNSON, MIKE",41316490,754,972715.25
"DAVIDSON, WARREN",37917072,2320,970166.5
"KAMENIR-REZNIK, JANICE",15367096,997,966173.12
"HANABUSA, COLLEEN WAKAKO",6401142,668,965799.38
"MITCHELL, CHRISTIAN L",6514814,475,965107.15
"FISCHER, PAT",37970492,2039,963206.45
"LARKIN JR, WILLIAM J",6640359,725,960981
"LARSEN, RICK",17657616,757,959856.66
"SMITH, WAYNE",10244815,817,958991.81
"NEGRON, REBECCA",41676696,864,955318.25
"GARCIA, CRISTINA",13008754,640,953954.23
"JACKSON, HANNAH-BETH",160620,862,952775.38
"SHEETS, KENNETH",6681515,707,950894.71
"FORD, AARON D",6508433,660,949208.14
"GRAYSON, DENA",35971257,613,948764.46
"MURPHY, TERRENCE P",26157927,1153,947695.49
"SARBANES, JOHN P",17658676,1710,946820.52
"STICKLAND, JONATHAN MARK (JON)",11022494,1418,944176.16
"GARDNER, RANDALL",13004484,1834,944104.72
"LAHOOD, DARIN",2782492,786,943853.39
"COOK, PAUL",13008798,686,943601.19
"HUELSKAMP, TIMOTHY A",6625753,1279,941732.78
"MANLEY, NATALIE A",6515102,306,940962.03
"GREEN, PAUL",6657036,841,939673.45
"WOMACK, STEVE",9604218,787,938732.13
"TITUS, DINA",12996791,804,938406.35
"WRIGHT, KEITH L T",6437762,963,937560.15
"KING, STEVEN (STEVE)",6587767,1204,936186.29
"MATHIS, MIKE",38445108,310,935111.66
"GOLDEN, MARTIN J",16618482,1102,933864.93
"MCGOVERN, JAMES P",17658594,1337,929994.34
"HARTZLER, V (VICKI)",955870,741,927274
"STEWART, CHRIS",17658507,744,924024.94
"PODLODOWSKI, TINA",40587935,2778,923388.58
"ALLOWAY II, RICHARD",13013393,1514,922654.39
"ADAMS, ALMA",5890773,948,921785.93
"VILLALBA, JASON",11022506,625,921152.09
"BONAMICI, SUZANNE",339835,1271,919384.55
"BOSMA, BRIAN C",6591636,629,918676.01
"SMITH, ADAM",17658734,642,918503.93
"MCLANE, MICHAEL R (MIKE)",5066170,355,916434.96
"MORRISON, JULIE A",6514844,713,916297.18
"MCCOLLUM, BETTY",6428407,832,914151.22
"BERMAN, MARC",13797501,873,911293.34
"BRIDENSTINE, JIM",17658289,922,911175.9
"FUHRMAN, SCOTT PALMER",15411742,149,910916.02
"MARCHANT, KENNY E",13007002,579,910439.82
"STEINGER, MICHAEL STEPHEN",329082,374,907780
"GIBBS, ROBERT BRIAN",3104545,670,899216.71
"KILLIAN, JULIA POWERS",4535605,570,897751.66
"GAUGHRAN, JAMES F",41755656,474,897134.3
"KAPTUR, MARCY",3503114,698,897036.85
"LEVINE, MARC",779330,831,894377.2
"FARMER, GARY",15944136,1278,893966.38
"LACKEY, TOM",11023291,502,893415.14
"FERRIOLI, TED",784698,496,891326.31
"LAUGHLIN, DANIEL J",39434720,261,890532.3
"LIPINSKI, DANIEL WILLIAM",17658586,608,888251.55
"POSEY, BILL",12998616,780,887983.04
"BOYLE, KEVIN J",6504868,218,887685.04
"ROBERSON, MICHAEL",13012994,892,883185.26
"VISCLOSKY, PETER J",16562743,982,882061.08
"VARGAS, JUAN",622640,675,880657.43
"ROHRABACHER, DANA",17658757,875,878959.65
"TORLAKSON, MAE CENDANA",16038082,686,876425.1
"ALONSO LEON, TERESA",39434476,516,876067.34
"FUENTE, ROQUE DE LA",2165946,7,875383.07
"DINNIMAN, ANDREW E",6478069,1223,874328.42
"DEREMER, LORI",25747459,332,871527.2
"WEBSTER, DANIEL",13011367,957,870694.86
"WALKER, BRADLEY MARK",17046217,940,870598.74
"MELUSKEY, ALEXANDER",28170351,141,869652.4
"BEILER, CHESTER OMAR (CHET)",5318510,115,869501.91
"ODONNELL, PATRICK",23421316,564,869350.58
"ROSENBERG, STANLEY C",200446,3019,868441.91
"RUSSELL, STEVEN DANE",8743054,716,868387.45
"SPEIER, JACKIE",12997061,742,867786.66
"KNOPP, TIM",5142658,579,861961.97
"WYMAN, KIMBERLEY M (KIM)",13010853,4077,860403
"BRASE, CHRIS",11022872,768,860233.29
"SHERZAN, MICHAEL THOMAS (MIKE)",20664998,105,860207.88
"MULLIN, KEVIN",13008543,740,856701.87
"HASTINGS, MICHAEL E",6514744,1121,853090.27
"MARTINS, JACK M",4764889,628,851812.7
"LAWRENCE, BRENDA",301691,708,851587.41
"AMODEI, MARK EUGENE",6596644,859,851327.12
"KLOPPENBURG, JOANNE F",2952000,4153,846938.26
"GRIFFITH, H MORGAN",6276976,734,845222.68
"ELLIS, RODNEY",6386734,455,841011.94
"READ, TOBIAS",396878,1285,838458.79
"BIRDWELL, BRIAN",6693089,810,838390.16
"FARNESE JR, LAWRENCE M",13006095,688,836500
"LOUDERMILK, BARRY D",12999116,778,835025.17
"PIZZO, JASON",15941899,196,835020
"RUTHERFORD, JOHN",37039917,578,834630.38
"SMITH, RYAN",10238866,964,831438.47
"BIGGS, ANDREW (ANDY)",6602301,526,828782.63
"POE, TED",16584997,711,826927.14
"CARTWRIGHT, MATTHEW ALTON",15013323,1008,826904.56
"EKLUND, JOHN J",4422867,900,826475.87
"OLSEN, DAVID S",42541494,207,826173.19
"HOLDEN, CHRIS",11022784,515,825518.37
"KUMAR, ANIL B",14671423,484,821455.01
"DICKERSON, STEVEN REID",6689212,754,818774.31
"ARAMBULA, JOAQUIN",38179528,724,818425.86
"STENEHJEM, WAYNE K & POOLMAN, NICOLE",2717569,355,817783
"DONOVAN JR, DANIEL M",5036479,618,817364.15
"DOYLE, MIKE",13005560,582,816179.56
"TANZLER III, HANS G",70778,345,813784.68
"YOHO, TED",17657842,786,811470.17
"KRUEGER-BRANEKY, LEANNE T",23442683,991,807647.12
"ESPAILLAT, ADRIANO",6512516,744,805133.03
"HASTINGS, ALCEE L",17657879,656,803611.05
"KITCHENS, JIM (KITCH)",6565201,618,803426
"JONES-SAWYER, REGINALD BYRON",775905,475,802127.28
"BAKER, JUDITH W (JUDY)",3761184,1118,799071.24
"LITZOW, STEPHEN R",2602931,1160,798129.11
"ACHADJIAN, K H KATCHO",39707239,1130,796369.85
"FORTENBERRY, JEFF",17658605,676,796312.4
"GAINES, TED",13008426,642,793660.3
"RATCLIFFE, JOHN LEE",22185287,792,793560.25
"HIGGINS, BRIAN",4689854,932,791288.53
"ANDERSON, DICK",39434547,264,791271.47
"KOLKHORST, LOIS",6583103,540,790386.45
"MCEACHIN, A DONALD",5798194,774,789597.78
"SCHAEFER, ELAINE PAUL",5852210,637,787212.43
"LAMALFA, DOUG",1560957,638,786967.98
"NAZARIAN, ADRIN",11022792,619,785797.36
"PRICE, DAVID EUGENE",17658690,902,785243.51
"BENNETT, SCOTT M",28306024,464,784327.24
"ATKINSON, THOMAS M",8844225,224,782595.77
"JACKSON, WILLIAM BRENT",5856356,835,780775.11
"BAUCUM, RALPH (TREY)",41316485,539,779463.47
"SHKRELI, SUZANNA",27784208,796,778089.05
"WEBB, JIM",32094357,807,777778.91
"VELAZQUEZ, NYDIA M",17658223,602,775409.44
"LOFGREN, MARK S",12999614,620,774955.45
"MORGANELLI, JOHN M",4695447,547,772501.3
"DEVER, JONATHAN",22118777,640,772460.67
"GANSERT, HEIDI S",39827495,682,771678.38
"PALAZZO, STEVEN MCCARTY",6673196,576,771401.28
"RALSTON, DAVID",6621539,744,770709.8
"PRICE, FOUR",37969760,983,769423.78
"WELLS, STEVEN M",40375458,451,769391.4
"WILSON, LYNDA D",15633024,922,769281.12
"MASSENGALE, MICHAEL C",6680580,859,768583.04
"GRAYSON, TIM",39707393,390,767819.05
"KELSEY, BRIAN K",6658891,727,767372.61
"JOTTE, RANDALL STEPHEN (RANDY)",3709365,343,767191.31
"REYES, ELOISE",14175510,750,766900.87
"SCOTT, ROBERT C (BOBBY)",17658728,622,766389.07
"RANDOLPH, SUSANNAH",41676642,1524,761155.75
"HUERTA, EMILIO JESUS",39707230,666,760264.56
"HUFFMAN, MATT",4260244,1024,758924.61
"FETTERMAN, JOHN",39434623,1183,758872.99
"LOWENTHAL, ALAN",2422636,755,756453.83
"MORELLE, JOSEPH D",5413103,797,756392.27
"NEGRON, JOE",2281590,972,754961.4
"PASSIDOMO, KATHLEEN C",70284,1752,754211.1
"FONG, VINCE",39707425,647,753921.23
"GALLAGHER, JAMES",23421142,950,753780.83
"JENKINS, OLIVER G",12042361,519,752994.6
"JOHNSON, MARK",6684426,398,752698.7
"KHOURI, TONIA",12427949,500,752440.2
"LATIMER, GEORGE S",5432117,1595,751554.35
"HOAGLAND, FRANK",37970485,299,750959.73
"NORRIS, MARK",6646092,886,750593.87
"CAPUANO, MICHAEL E",17658790,577,750371.15
"GLORIA, TODD",39707505,725,750273.09
"WALKER, ELIZABETH DEER (BETH)",6674499,573,749242.4
"BRADY, ROBERT A",17658828,454,749141
"MORO, TONIA",42822673,204,747403.92
"CHRISTIAN, WALTER W (WAYNE)",6582583,409,747352.06
"OLTHOFF, JULIE",21078191,125,746050.28
"VEENKER, VICKI",1638294,873,744741.39
"TOULOUSE OLIVER, MAGGIE",13754750,6395,744450.82
"MAIENSCHEIN, BRIAN",13008880,497,743608.98
"SANFORD JR, MARSHALL C (MARK)",6574045,669,741639
"DARBY, DREW",13006958,658,740658.64
"RUBIO, BLANCA",377819,538,740138.16
"REGAN, MICHAEL R",11023509,777,738799.84
"COX, JEFF",8524475,425,737885.95
"ROSENBLUM, ELLEN F",6564243,815,737278.56
"STURGILL, STEPHEN JERRY (JERRY)",39441673,423,735079.43
"HAINE, WILLIAM R (BILL)",6381212,871,734108.97
"WOODHOUSE, JOYCE",6476805,595,733323.37
"ALTHOFF, PAMELA J",13011823,657,731760.86
"RIDLEY-THOMAS, SEBASTIAN M",173676,455,731485.77
"CASTOR, KATHY",6416265,740,731311.17
"HANNA, MIKE",13005754,591,730617.42
"JORDAN, JAMES D",13004893,556,730579.37
"MCLAUGHLIN, STEVE",40587910,443,730429.72
"GOHMERT, LOUIE",17658617,911,729987.67
"WESTERMAN, BRUCE E",6682617,1207,729585.92
"EGGMAN, SUSAN TALAMANTES",1262442,580,727855.05
"MOELLER, ANNA",19002270,211,727315.87
"COMITTA, CAROLYN T",4855686,572,725710.63
"SMITH, CHRISTOPHER H",17658186,627,724754.06
"NAPOLITANO, GRACE F",774257,599,724391.19
"BUESING, BOB",41676691,1674,724263.62
"HOFFMAN, JAY C",6514695,831,724246.93
"GREENSPAN, DAVE",37970346,559,717433.01
"MENENDEZ, JOSE ANTONIO",13007038,663,716448.21
"HOLLAND, JUSTIN",37969668,527,715107.21
"GILBERT, MELISSA",39849765,1357,714435.65
"FRANKS, JACK D",13000106,655,714288.35
"MORRELL, MIKE",2007316,795,714080.23
"GARCIA, SYLVIA",16351467,637,713606.54
"FUDGE, MARCIA L",17658823,540,712436.4
"GOSAR, PAUL ANTHONY",8461058,714,709288.54
"RUCKELSHAUS, JOHN C",38525931,289,706788.69
"PERSON, FRANCIS J",39714547,674,706533
"JESIEL, SHERI",21085135,306,703146.8
"RODRIGUEZ, FREDDIE",18912284,486,702686.48
"MEREDITH, WESLEY ALAN",13012678,375,702429.58
"RANTZ, GUS",12037468,343,700816.85
"BAXLEY, DENNIS K",575403,789,697259.26
"PATTERSON, JIM",1516357,555,696618.59
"YARMUTH, JOHN A",7155937,484,694750.01
"CLARKE, YVETTE D",5418023,643,694470.52
"WORKMAN, PAUL DANIEL",6681345,939,692150.82
"JOHNSON, CRAIG P",6052114,318,689142.81
"BARTHOLOMEW-WOODS, REGINA",12023764,191,688725
"JIMENEZ, SARA WOJCICKI",38445114,435,686737.84
"KRAUS, WILL",4301576,793,685642.38
"DAWSON, DAN",39447202,225,683380.53
"AMASH, JUSTIN A",6676756,561,682248.28
"CASTLE, MARILYN",41316452,643,679428.34
"GREEN, AL",17658621,440,679307.43
"QUIRK, BILL",196435,590,678604.22
"PERRY, SCOTT",13005805,733,678418.57
"RIBEIRO, AGOSTINHO (AUGIE)",32191901,324,678295.79
"FLYNN, SEAN",39707263,206,677341.76
"HANNON, KEMP",6587420,632,677206.12
"WILEY, SEAN",11022938,830,676975.74
"JONES, WALTER B",17658130,1019,676450.69
"WARREN JR, PERRY S",39434775,522,675448.3
"EDLER, JEFFREY L (JEFF)",13816551,545,674379.26
"DOLLAR, JOSEPH NELSON",6001797,496,673729.92
"SOLIDAY, ED",13000261,213,671234.51
"NASHEED, JAMILAH",6467946,720,670982.1
"MURPHY, DANA L",6583648,526,670769.55
"STOCK, MARGARET",42055739,975,669941.34
"CRAWFORD, ERIC ALAN (RICK)",17657353,618,669404.05
"FRULLO, JOHN",13006979,654,668372.5
"JUDSON, JEFF",37969825,300,668070
"FURUTANI, WARREN T",12388621,1484,667902.95
"COLLINS, CHRIS",4978019,1192,666860.84
"WELCH, EMANUEL (CHRIS)",6515056,596,665435.82
"COWNIE, PETER M",6022149,481,665299.42
"DANKS BURKE, LESLIE",16155303,3683,664093.17
"DEBOER, ALAN W",39434454,221,663013.55
"ASHBY, TRENT",11022482,561,662392.42
"WOODALL, WILLIAM ROBERT (ROB)",17657434,522,662353.7
"CLAY JR, WILLIAM LACY",3798170,432,661768.39
"MILNE, PATTI",5281751,252,661176.96
"BLUE III, DANIEL TERRY",38445175,1618,660891.3
"WEAVER, LINDA J",39434989,283,660763.56
"ROYBAL-ALLARD, LUCILLE",12450156,484,660432.58
"BALL, CYNTHIA J",16752390,1326,660258.31
"STEWART-COUSINS, ANDREA",12456103,914,659911
"CHANE, JONATHAN",32137234,858,659027.77
"COOLEY, KEN",717012,417,656566.46
"WATERS, MAXINE",2022974,394,656053.76
"ARNDT, STEVEN M",2884511,356,655897.84
"COLEMAN, LYNN C",38525875,950,655682.24
"DO, ANDREW",40485075,736,655600.11
"GRIJALVA, RAUL M",17657668,773,654103.07
"BUDD, THEODORE PAUL",40620470,495,653504.94
"WALDMAN, JAMES W (JIM)",788720,849,652687.6
"NEAVE, VICTORIA",37969788,996,650236.46
"COOK JR, WILLIAM MARVIN (BILL)",5909265,267,650060.04
"JUDGE, PATTY",21123308,6067,648240.86
"MULROE, JOHN G",6499185,864,648084.42
"GARRETT JR, THOMAS ALEXANDER (TOM)",5733237,575,647516.95
"MCCARTY, KEVIN",13008471,438,647185.06
"SWANSON, SANDRE R",1259034,1004,647009.08
"COOPER, JIM",17658367,651,643458.39
"KENNEDY, TIMOTHY M",4838941,924,642567
